0.2807,0.2687,0.2653,0.2710,0.2859,0.3301,0.4113,0.4225,0.3956,0.3847,0.3656,0.3454,0.3162,0.3054,0.2994,0.3035,0.3076,0.3215,0.3466,0.3888,0.4364,0.4382,0.4237,0.3967,0.3705,0.3634,0.3634,0.3686,0.3713,0.3799,0.4008,0.4334,0.4315,0.3945,0.3529,0.3185,0.2867,0.2612,0.2425,0.2358,0.2373,0.2459,0.2549,0.2953,0.3484,0.3484,0.3331,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2857,0.0536,-0.2857,0.0357,125.2000
0.2687,0.2653,0.2710,0.2859,0.3301,0.4113,0.4225,0.3956,0.3847,0.3656,0.3454,0.3162,0.3054,0.2994,0.3035,0.3076,0.3215,0.3466,0.3888,0.4364,0.4382,0.4237,0.3967,0.3705,0.3634,0.3634,0.3686,0.3713,0.3799,0.4008,0.4334,0.4315,0.3945,0.3529,0.3185,0.2867,0.2612,0.2425,0.2358,0.2373,0.2459,0.2549,0.2953,0.3484,0.3484,0.3331,0.3088,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2857,0.0357,-0.2857,0.0357,123.4000
0.2653,0.2710,0.2859,0.3301,0.4113,0.4225,0.3956,0.3847,0.3656,0.3454,0.3162,0.3054,0.2994,0.3035,0.3076,0.3215,0.3466,0.3888,0.4364,0.4382,0.4237,0.3967,0.3705,0.3634,0.3634,0.3686,0.3713,0.3799,0.4008,0.4334,0.4315,0.3945,0.3529,0.3185,0.2867,0.2612,0.2425,0.2358,0.2373,0.2459,0.2549,0.2953,0.3484,0.3484,0.3331,0.3088,0.2874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2857,0.0357,-0.2857,0.0357,124.6000
0.2710,0.2859,0.3301,0.4113,0.4225,0.3956,0.3847,0.3656,0.3454,0.3162,0.3054,0.2994,0.3035,0.3076,0.3215,0.3466,0.3888,0.4364,0.4382,0.4237,0.3967,0.3705,0.3634,0.3634,0.3686,0.3713,0.3799,0.4008,0.4334,0.4315,0.3945,0.3529,0.3185,0.2867,0.2612,0.2425,0.2358,0.2373,0.2459,0.2549,0.2953,0.3484,0.3484,0.3331,0.3088,0.2874,0.2807,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2857,0.0357,-0.3214,0.0357,127.8000
0.2859,0.3301,0.4113,0.4225,0.3956,0.3847,0.3656,0.3454,0.3162,0.3054,0.2994,0.3035,0.3076,0.3215,0.3466,0.3888,0.4364,0.4382,0.4237,0.3967,0.3705,0.3634,0.3634,0.3686,0.3713,0.3799,0.4008,0.4334,0.4315,0.3945,0.3529,0.3185,0.2867,0.2612,0.2425,0.2358,0.2373,0.2459,0.2549,0.2953,0.3484,0.3484,0.3331,0.3088,0.2874,0.2807,0.2852,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3214,0.0357,-0.3214,0.0357,131.8000
0.3301,0.4113,0.4225,0.3956,0.3847,0.3656,0.3454,0.3162,0.3054,0.2994,0.3035,0.3076,0.3215,0.3466,0.3888,0.4364,0.4382,0.4237,0.3967,0.3705,0.3634,0.3634,0.3686,0.3713,0.3799,0.4008,0.4334,0.4315,0.3945,0.3529,0.3185,0.2867,0.2612,0.2425,0.2358,0.2373,0.2459,0.2549,0.2953,0.3484,0.3484,0.3331,0.3088,0.2874,0.2807,0.2852,0.2972,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3214,0.0357,-0.3214,0.0357,139.6000
0.4113,0.4225,0.3956,0.3847,0.3656,0.3454,0.3162,0.3054,0.2994,0.3035,0.3076,0.3215,0.3466,0.3888,0.4364,0.4382,0.4237,0.3967,0.3705,0.3634,0.3634,0.3686,0.3713,0.3799,0.4008,0.4334,0.4315,0.3945,0.3529,0.3185,0.2867,0.2612,0.2425,0.2358,0.2373,0.2459,0.2549,0.2953,0.3484,0.3484,0.3331,0.3088,0.2874,0.2807,0.2852,0.2972,0.3121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3214,0.0357,-0.3214,0.0536,149.0000
0.4225,0.3956,0.3847,0.3656,0.3454,0.3162,0.3054,0.2994,0.3035,0.3076,0.3215,0.3466,0.3888,0.4364,0.4382,0.4237,0.3967,0.3705,0.3634,0.3634,0.3686,0.3713,0.3799,0.4008,0.4334,0.4315,0.3945,0.3529,0.3185,0.2867,0.2612,0.2425,0.2358,0.2373,0.2459,0.2549,0.2953,0.3484,0.3484,0.3331,0.3088,0.2874,0.2807,0.2852,0.2972,0.3121,0.3413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3214,0.0536,-0.3214,0.0357,160.0000
0.3956,0.3847,0.3656,0.3454,0.3162,0.3054,0.2994,0.3035,0.3076,0.3215,0.3466,0.3888,0.4364,0.4382,0.4237,0.3967,0.3705,0.3634,0.3634,0.3686,0.3713,0.3799,0.4008,0.4334,0.4315,0.3945,0.3529,0.3185,0.2867,0.2612,0.2425,0.2358,0.2373,0.2459,0.2549,0.2953,0.3484,0.3484,0.3331,0.3088,0.2874,0.2807,0.2852,0.2972,0.3121,0.3413,0.3765,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3214,0.0357,-0.3214,0.0714,161.1000
0.3847,0.3656,0.3454,0.3162,0.3054,0.2994,0.3035,0.3076,0.3215,0.3466,0.3888,0.4364,0.4382,0.4237,0.3967,0.3705,0.3634,0.3634,0.3686,0.3713,0.3799,0.4008,0.4334,0.4315,0.3945,0.3529,0.3185,0.2867,0.2612,0.2425,0.2358,0.2373,0.2459,0.2549,0.2953,0.3484,0.3484,0.3331,0.3088,0.2874,0.2807,0.2852,0.2972,0.3121,0.3413,0.3765,0.4177,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3214,0.0714,-0.2857,0.0893,149.5000
