0.1299,0.1070,0.0973,0.0939,0.0951,0.1085,0.1213,0.1635,0.2073,0.2219,0.2122,0.2032,0.2100,0.2182,0.2268,0.2391,0.2448,0.2466,0.2433,0.2380,0.2747,0.2594,0.2066,0.1546,0.1194,0.1014,0.0917,0.0906,0.1018,0.1381,0.2006,0.2111,0.2025,0.2017,0.2092,0.2227,0.2433,0.2668,0.2912,0.3099,0.3342,0.3507,0.3518,0.3286,0.3507,0.3263,0.2605,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1429,0.1633,-0.1020,0.1633,88.3000
0.1070,0.0973,0.0939,0.0951,0.1085,0.1213,0.1635,0.2073,0.2219,0.2122,0.2032,0.2100,0.2182,0.2268,0.2391,0.2448,0.2466,0.2433,0.2380,0.2747,0.2594,0.2066,0.1546,0.1194,0.1014,0.0917,0.0906,0.1018,0.1381,0.2006,0.2111,0.2025,0.2017,0.2092,0.2227,0.2433,0.2668,0.2912,0.3099,0.3342,0.3507,0.3518,0.3286,0.3507,0.3263,0.2605,0.1950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1020,0.1633,-0.1837,0.1633,82.0000
0.0973,0.0939,0.0951,0.1085,0.1213,0.1635,0.2073,0.2219,0.2122,0.2032,0.2100,0.2182,0.2268,0.2391,0.2448,0.2466,0.2433,0.2380,0.2747,0.2594,0.2066,0.1546,0.1194,0.1014,0.0917,0.0906,0.1018,0.1381,0.2006,0.2111,0.2025,0.2017,0.2092,0.2227,0.2433,0.2668,0.2912,0.3099,0.3342,0.3507,0.3518,0.3286,0.3507,0.3263,0.2605,0.1950,0.1493,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1837,0.1633,-0.2041,0.1020,78.2000
0.0939,0.0951,0.1085,0.1213,0.1635,0.2073,0.2219,0.2122,0.2032,0.2100,0.2182,0.2268,0.2391,0.2448,0.2466,0.2433,0.2380,0.2747,0.2594,0.2066,0.1546,0.1194,0.1014,0.0917,0.0906,0.1018,0.1381,0.2006,0.2111,0.2025,0.2017,0.2092,0.2227,0.2433,0.2668,0.2912,0.3099,0.3342,0.3507,0.3518,0.3286,0.3507,0.3263,0.2605,0.1950,0.1493,0.1257,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2041,0.1020,-0.2041,0.1020,77.2000
0.0951,0.1085,0.1213,0.1635,0.2073,0.2219,0.2122,0.2032,0.2100,0.2182,0.2268,0.2391,0.2448,0.2466,0.2433,0.2380,0.2747,0.2594,0.2066,0.1546,0.1194,0.1014,0.0917,0.0906,0.1018,0.1381,0.2006,0.2111,0.2025,0.2017,0.2092,0.2227,0.2433,0.2668,0.2912,0.3099,0.3342,0.3507,0.3518,0.3286,0.3507,0.3263,0.2605,0.1950,0.1493,0.1257,0.1115,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2041,0.1020,-0.2041,0.1020,78.8000
0.1085,0.1213,0.1635,0.2073,0.2219,0.2122,0.2032,0.2100,0.2182,0.2268,0.2391,0.2448,0.2466,0.2433,0.2380,0.2747,0.2594,0.2066,0.1546,0.1194,0.1014,0.0917,0.0906,0.1018,0.1381,0.2006,0.2111,0.2025,0.2017,0.2092,0.2227,0.2433,0.2668,0.2912,0.3099,0.3342,0.3507,0.3518,0.3286,0.3507,0.3263,0.2605,0.1950,0.1493,0.1257,0.1115,0.1078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2041,0.1020,-0.2041,0.1429,87.1000
0.1213,0.1635,0.2073,0.2219,0.2122,0.2032,0.2100,0.2182,0.2268,0.2391,0.2448,0.2466,0.2433,0.2380,0.2747,0.2594,0.2066,0.1546,0.1194,0.1014,0.0917,0.0906,0.1018,0.1381,0.2006,0.2111,0.2025,0.2017,0.2092,0.2227,0.2433,0.2668,0.2912,0.3099,0.3342,0.3507,0.3518,0.3286,0.3507,0.3263,0.2605,0.1950,0.1493,0.1257,0.1115,0.1078,0.1138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2041,0.1429,-0.1020,0.1837,101.1000
0.1635,0.2073,0.2219,0.2122,0.2032,0.2100,0.2182,0.2268,0.2391,0.2448,0.2466,0.2433,0.2380,0.2747,0.2594,0.2066,0.1546,0.1194,0.1014,0.0917,0.0906,0.1018,0.1381,0.2006,0.2111,0.2025,0.2017,0.2092,0.2227,0.2433,0.2668,0.2912,0.3099,0.3342,0.3507,0.3518,0.3286,0.3507,0.3263,0.2605,0.1950,0.1493,0.1257,0.1115,0.1078,0.1138,0.1448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1020,0.1837,-0.0612,0.2245,105.9000
0.2073,0.2219,0.2122,0.2032,0.2100,0.2182,0.2268,0.2391,0.2448,0.2466,0.2433,0.2380,0.2747,0.2594,0.2066,0.1546,0.1194,0.1014,0.0917,0.0906,0.1018,0.1381,0.2006,0.2111,0.2025,0.2017,0.2092,0.2227,0.2433,0.2668,0.2912,0.3099,0.3342,0.3507,0.3518,0.3286,0.3507,0.3263,0.2605,0.1950,0.1493,0.1257,0.1115,0.1078,0.1138,0.1448,0.1972,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0612,0.2245,0.0000,0.2857,105.4000
0.2219,0.2122,0.2032,0.2100,0.2182,0.2268,0.2391,0.2448,0.2466,0.2433,0.2380,0.2747,0.2594,0.2066,0.1546,0.1194,0.1014,0.0917,0.0906,0.1018,0.1381,0.2006,0.2111,0.2025,0.2017,0.2092,0.2227,0.2433,0.2668,0.2912,0.3099,0.3342,0.3507,0.3518,0.3286,0.3507,0.3263,0.2605,0.1950,0.1493,0.1257,0.1115,0.1078,0.1138,0.1448,0.1972,0.2152,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,0.0000,0.3265,109.7000
0.2122,0.2032,0.2100,0.2182,0.2268,0.2391,0.2448,0.2466,0.2433,0.2380,0.2747,0.2594,0.2066,0.1546,0.1194,0.1014,0.0917,0.0906,0.1018,0.1381,0.2006,0.2111,0.2025,0.2017,0.2092,0.2227,0.2433,0.2668,0.2912,0.3099,0.3342,0.3507,0.3518,0.3286,0.3507,0.3263,0.2605,0.1950,0.1493,0.1257,0.1115,0.1078,0.1138,0.1448,0.1972,0.2152,0.2133,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3265,0.0816,0.3878,115.3000
0.2032,0.2100,0.2182,0.2268,0.2391,0.2448,0.2466,0.2433,0.2380,0.2747,0.2594,0.2066,0.1546,0.1194,0.1014,0.0917,0.0906,0.1018,0.1381,0.2006,0.2111,0.2025,0.2017,0.2092,0.2227,0.2433,0.2668,0.2912,0.3099,0.3342,0.3507,0.3518,0.3286,0.3507,0.3263,0.2605,0.1950,0.1493,0.1257,0.1115,0.1078,0.1138,0.1448,0.1972,0.2152,0.2133,0.2294,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0816,0.3878,0.1224,0.4490,122.8000
0.2100,0.2182,0.2268,0.2391,0.2448,0.2466,0.2433,0.2380,0.2747,0.2594,0.2066,0.1546,0.1194,0.1014,0.0917,0.0906,0.1018,0.1381,0.2006,0.2111,0.2025,0.2017,0.2092,0.2227,0.2433,0.2668,0.2912,0.3099,0.3342,0.3507,0.3518,0.3286,0.3507,0.3263,0.2605,0.1950,0.1493,0.1257,0.1115,0.1078,0.1138,0.1448,0.1972,0.2152,0.2133,0.2294,0.2504,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1224,0.4490,0.1633,0.4490,129.6000
0.2182,0.2268,0.2391,0.2448,0.2466,0.2433,0.2380,0.2747,0.2594,0.2066,0.1546,0.1194,0.1014,0.0917,0.0906,0.1018,0.1381,0.2006,0.2111,0.2025,0.2017,0.2092,0.2227,0.2433,0.2668,0.2912,0.3099,0.3342,0.3507,0.3518,0.3286,0.3507,0.3263,0.2605,0.1950,0.1493,0.1257,0.1115,0.1078,0.1138,0.1448,0.1972,0.2152,0.2133,0.2294,0.2504,0.2784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1633,0.4490,0.1633,0.4694,137.8000
0.2268,0.2391,0.2448,0.2466,0.2433,0.2380,0.2747,0.2594,0.2066,0.1546,0.1194,0.1014,0.0917,0.0906,0.1018,0.1381,0.2006,0.2111,0.2025,0.2017,0.2092,0.2227,0.2433,0.2668,0.2912,0.3099,0.3342,0.3507,0.3518,0.3286,0.3507,0.3263,0.2605,0.1950,0.1493,0.1257,0.1115,0.1078,0.1138,0.1448,0.1972,0.2152,0.2133,0.2294,0.2504,0.2784,0.3039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1633,0.4694,0.1633,0.4694,145.5000
0.2391,0.2448,0.2466,0.2433,0.2380,0.2747,0.2594,0.2066,0.1546,0.1194,0.1014,0.0917,0.0906,0.1018,0.1381,0.2006,0.2111,0.2025,0.2017,0.2092,0.2227,0.2433,0.2668,0.2912,0.3099,0.3342,0.3507,0.3518,0.3286,0.3507,0.3263,0.2605,0.1950,0.1493,0.1257,0.1115,0.1078,0.1138,0.1448,0.1972,0.2152,0.2133,0.2294,0.2504,0.2784,0.3039,0.3346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1633,0.4694,0.1633,0.4694,150.3000
0.2448,0.2466,0.2433,0.2380,0.2747,0.2594,0.2066,0.1546,0.1194,0.1014,0.0917,0.0906,0.1018,0.1381,0.2006,0.2111,0.2025,0.2017,0.2092,0.2227,0.2433,0.2668,0.2912,0.3099,0.3342,0.3507,0.3518,0.3286,0.3507,0.3263,0.2605,0.1950,0.1493,0.1257,0.1115,0.1078,0.1138,0.1448,0.1972,0.2152,0.2133,0.2294,0.2504,0.2784,0.3039,0.3346,0.3634,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1633,0.4694,0.1633,0.4490,158.0000
0.2466,0.2433,0.2380,0.2747,0.2594,0.2066,0.1546,0.1194,0.1014,0.0917,0.0906,0.1018,0.1381,0.2006,0.2111,0.2025,0.2017,0.2092,0.2227,0.2433,0.2668,0.2912,0.3099,0.3342,0.3507,0.3518,0.3286,0.3507,0.3263,0.2605,0.1950,0.1493,0.1257,0.1115,0.1078,0.1138,0.1448,0.1972,0.2152,0.2133,0.2294,0.2504,0.2784,0.3039,0.3346,0.3634,0.3814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1633,0.4490,0.1224,0.4286,161.3000
